full_address,description,rooms,area,price,labels,property_link,contact,company
1060 Wien,TRAUMHAFTE GARÇONNIÈRE IN TOP LAGE NÄHE MARGARETENGÜRTEL,1,35 m²,570 €,"FURNISHED_FULL,OLDBUILDING",http://www.immobilienscout24.at/expose/631a3e50304d5ad2f5b2052d,AURELIUM REAL ESTATE,private
"Oskar-Grissemann-Straße, 1210 Wien","Elegante, schöne Wohnung zum Entspannen",2,"59,56 m²",939 €,"GARDEN,TERRACE,REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/6321b714fec70ba71df903e6,Benedikt Wawra,private
1080 Wien,Unbefristeter 48m² Altbau mit Einbauküche in Toplage - 1080 Wien,2,"48,22 m²","737,97 €","PARKING_BASEMENT_GARAGE,OLDBUILDING",http://www.immobilienscout24.at/expose/631a3b0ad45eeaa7630e7dd8,Sitarz & Partner Immobilien GmbH,private
1030 Wien,Single-Wohnung beim Kardinal-Nagel Platz (1030),1.5,36 m²,697 €,FURNISHED_FULL,http://www.immobilienscout24.at/expose/62f54dd984c406f2f26ce0cc,Lisa Mokk,private
1140 Wien,Unbefristeter 45m² Altbau mit Einbauküche - 1140 Wien,2,45 m²,"667,42 €",OLDBUILDING,http://www.immobilienscout24.at/expose/631a376a304d5ad2f5b1e231,Anna Sitarz,private
1220 Wien,"Singles &amp; Pärchen aufgepasst,... Beeindruckend aufgeteilte 2 Zimmer WHG &amp; Balkon in Top Lage",2,error,949 €,BALCONY,http://www.immobilienscout24.at/expose/6320a85497b5de1d02558109,Manuel Daniloglu,private
1040 Wien,Argentinierstraße: 4-Zimmer-Wohnung in City-Nähe,4,109 m²,1.750 €,,http://www.immobilienscout24.at/expose/62f2a5863f35a815166fc300,Vanessa Vigl,private
"1100 Wien,Favoriten",HÜBSCHE 3-ZIMMER WOHNUNG IN RUHIGER LAGE,3,"52,4 m²",790 €,,http://www.immobilienscout24.at/expose/6308e60d4351c4630fa52634,Alexander Varvaressos,private
"Oswaldgasse, 1120 Wien",moderne &amp; ruhig gelegene 2-Zimmer-Wohnung mit Loggia in der Oswaldgasse,2,"42,21 m²",799 €,"REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63207b12015cb8ee2a788ed3,Nina Schwarz,private
1040 Wien,TOPLAGE-FREIHAUSVIERTEL | HELLE 2 ZIMMER | U-BAHN NÄHE | LIFT,2,52 m²,670 €,OLDBUILDING,http://www.immobilienscout24.at/expose/631a2ff7304d5ad2f5b1bb71,Ing. Helmut Splavec,private
1010 Wien,Wunderschöne BALKONWOHNUNG in einem herrschaftlichen Stilaltbauhaus zwischen MQ und Ring gelegen!,3,"113,17 m²","1.839,92 €","BALCONY,REMOTE_VIEWING_AVAILABLE,OLDBUILDING",http://www.immobilienscout24.at/expose/631a2ccf304d5ad2f5b1a697,TRIMOND Immobilienmakler GesmbH,private
1090 Wien,Moderne und geräumige 4-Zimmer Maisonettewohnung nahe Schottentor zu vergeben,4,139 m²,"3.201,1 €","TERRACE,REMOTE_VIEWING_AVAILABLE,OLDBUILDING",http://www.immobilienscout24.at/expose/63175673d9e06d2a64fb4622,Nicolas Büttner,private
"Leopoldauer Straße 131, 1210 Wien",LEO 131 – Hier können Sie hochwertig wohnen! Neubau - Erstbezug - Jetzt Anfragen!,3,"74,8 m²","1.174,91 €",PARKING_BASEMENT_GARAGE,http://www.immobilienscout24.at/expose/6319a3e9d45eeaa7630ab8ef,Michele Ancona,private
"1050 Wien,Margareten",Mietwohnung in angenehmer Lage für Familie gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258d304d5ad2f5b190a9,Martina Gebauer,private
1040 Wien,Schöne Familienwohnung zur Miete gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258dd45eeaa7630e1876,Martina Gebauer,private
"1180 Wien,Währing",Hochwertige Wohnung gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258dd45eeaa7630e1870,Martina Gebauer,private
"1020 Wien,Leopoldstadt",Familienwohnung in gepflegtem Zustand gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258dd45eeaa7630e1879,Martina Gebauer,private
"1030 Wien,Landstraße",Hochwertige Mietwohnung für Familie gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258dd45eeaa7630e187c,Martina Gebauer,private
"1080 Wien,Josefstadt",Hochwertige Wohnung für Familie gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258dd45eeaa7630e1873,Martina Gebauer,private
1190 Wien,Familienwohnung mit hochwertiger Ausstattung gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a258d304d5ad2f5b190a6,Martina Gebauer,private
"Türkenstraße, 1090 Wien",Erstbezug im Palais - Dachgeschoß mit großer Terrasse - Nähe Schottentor/Servitenviertel,3,"121,2 m²","2.795,01 €","TERRACE,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/631dc8ec8df937ec99336c61,Andreas Ebner,private
1220 Wien,eine charmante Wohnung!,2,35 m²,880 €,"TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/631a2307304d5ad2f5b18a93,Dr. Fard,private
1230 Wien,Moderne 3-Zimmer-Neubauwohnung mit Balkon! Garagenplatz!,3,"72,24 m²",995 €,"BALCONY,PARKING_GARAGE",http://www.immobilienscout24.at/expose/62f294d70ab4a6a1dfc50a30,Kerstin Fried,private
1160 Wien,Nur 1 BMM Provision! 2 Zimmer Wohnung Nähe Brunnenmarkt,2,"61,3 m²","704,78 €","REMOTE_VIEWING_AVAILABLE,OLDBUILDING",http://www.immobilienscout24.at/expose/631a1eafd45eeaa7630e07be,Andreas Ebner,private
"Wigandgasse  16, 1190 Wien",Cosy Apartment mit Garten und Terrasse in den Weinbergen von Wien,1.5,43 m²,790 €,"GARDEN,TERRACE",http://www.immobilienscout24.at/expose/631a1e5fd45eeaa7630e06ac,Blandina BARANES,private
"Augasse 11, 1090 Wien",Schicke DG Wohnung mit Dachterrasse,2,"50,09 m²","1.681,61 €","TERRACE,PARKING_BASEMENT_GARAGE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/631a1d67d45eeaa7630e046a,Nicolas Brandenstein,private
1210 Wien,ERSTBEZUG im Dachgeschoß mit 10m² Terrasse!!! Provisionsfrei!!!,2,50 m²,849 €,TERRACE,http://www.immobilienscout24.at/expose/6026d9896f0fdd0020bce060,Kerstin Fried,private
"Dostojewskijgasse 5, 1130 Wien",Helle und freundliche Garconniere in Ruhelage!,1,31 m²,572 €,,http://www.immobilienscout24.at/expose/62cafd53eac5f1a9627db74b,Romeo Graf,private
1110 Wien,2-Zimmer Wohnung mit Dachterrasse &amp; Skyline Blick,2,"61,41 m²",949 €,"TERRACE,REMOTE_VIEWING_AVAILABLE,FURNISHED_PART",http://www.immobilienscout24.at/expose/631a13cf304d5ad2f5b158b7,Silvija Fijuljanin,private
"Erzherzog-Karl-Straße, 1220 Wien",Lichtdurchflutete 2-Zimmer-Neubau-Wohnung | DAS HERZOG | Loggia | Kellerabteil | Deckenkühlung,2,"44,59 m²",750 €,"TERRACE,PARKING_GENERIC",http://www.immobilienscout24.at/expose/62f284333f35a815166f1c45,Team Das Herzog Caroline Asen / Katja Zamecnik,private
1170 Wien,"Erstbezug, 2 Zimmer Neubaumiete , 4.Liftstock,Fernblick",2,64 m²,800 €,REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/62f283c33f35a815166f1a9e,Konrad Prantl,private
"Erzherzog-Karl-Straße, 1220 Wien","Das Leben genießen im ""Das Herzog"" | 2-Zimmer | Neubau | Kellerabteil | Loggia | Fernblick",2,"38,68 m²","694,99 €","TERRACE,PARKING_GENERIC",http://www.immobilienscout24.at/expose/62f2838c3f35a815166f19a6,Team Das Herzog Caroline Asen / Katja Zamecnik,private
"Doningasse, 1220 Wien",Sensationeller Fernblick vom Dachgeschoß,2,"54,13 m²","860,54 €","TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/62a36988192545dcdf0a58b4,Thomas Kubicek,private
"Erzherzog-Karl-Straße, 1220 Wien",GARTEN-Traum | Innenhofseitige 2-Zimmer-Wohnung | DAS HERZOG | Neubau | Kellerabteil | Kühlung,2,"39,58 m²","674,99 €","GARDEN,TERRACE,PARKING_GENERIC",http://www.immobilienscout24.at/expose/62f282fe0ab4a6a1dfc4aafb,Team Das Herzog Caroline Asen / Katja Zamecnik,private
"Siebenbrunnengasse 3, 1050 Wien","Siebenbrunnengasse, Hofgrünruhlage, zentumsnah, Erstbezug 41m² Garconniere plus 27m² Sonnenterrasse",1,41 m²,841 €,TERRACE,http://www.immobilienscout24.at/expose/62f282b60ab4a6a1dfc4a6c2,Robert Krumperger,private
"Vorgartenstraße 204, 1020 Wien","Großes, möbliertes Apartment mit Blick auf Wien",1,28 m²,730 €,"BALCONY,TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/62f282573f35a815166f0fd0,Soman Naeybkhil,private
"Attemsgasse 7, 1220 Wien","Maisonette mit 3 SZ und großer Terrasse | Pool, Sauna, Fitnessraum im Haus",4,"97,61 m²","2.010,91 €","TERRACE,PARKING_GARAGE",http://www.immobilienscout24.at/expose/62f27faf0ab4a6a1dfc48c68,Sandra Klement,private
"Breitenleer Staße  50, 1220 Wien",CASA DELL ALBERO 2-Zimmerwohnung 58 m² + Balkon 10 m² - PROVISIONSFREI,2,58 m²,829 €,"BALCONY,REMOTE_VIEWING_AVAILABLE,PARKING_GENERIC,FURNISHED_FULL,OLDBUILDING",http://www.immobilienscout24.at/expose/631a0c18304d5ad2f5b130ca,Alois Brenner,private
"1220 Wien / Wien 22., Donaustadt",KLIMAANLAGE Garconnière +Terrasse U1 - Studio apartment with terrace AC close to UNO VIC,1,31 m²,699 €,TERRACE,http://www.immobilienscout24.at/expose/631a09f3304d5ad2f5b11cec,Dipl.Ing. Arancha Traub-Swittalek,private
"1010 Wien,Innere Stadt",Mietwohnung für Familie gesucht!,error,error,Preis auf Anfrage,,http://www.immobilienscout24.at/expose/631a09d4d45eeaa7630d9f7e,Martina Gebauer,private
1200 Wien,Zentral begehbare 3-Zimmer-Wohnung (WG geeignet) ab sofort beziehbar!! Warmwasser und Heizung inkl.,3,83 m²,1.375 €,,http://www.immobilienscout24.at/expose/631a07a3d45eeaa7630d8fb7,Frau S,private
"Dempschergasse, 1180 Wien",Studentenhit mit WG-Eignung ab Oktober 2022: 4-Zimmer nahe AKH / U6 - Alserstraße!,4,101 m²,"1.573,73 €","GARDEN,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/631a06f0d45eeaa7630d8a2d,Miroslav Stojadinovic,private
"1150 Wien, Fünfhaus","Schönbrunn-Nähe: ruhige, hofseitige 2 Zimmerwohnung mit separater Küche &amp; perfekter Anbindung",2.5,58 m²,790 €,FURNISHED_FULL,http://www.immobilienscout24.at/expose/6315f59798bf68472534e854,Eva Boskovic,private
1050 Wien,"6. OG!!! Moderne Neubauwohnung mit großem, sonnigen Süd-Balkon",3,60 m²,1.075 €,BALCONY,http://www.immobilienscout24.at/expose/631a05ddd45eeaa7630d813e,Kerstin Fried,private
1160 Wien,Hochwertige 3-Zimmer-Wohnung mit Terrasse in Niedrigenergiehaus - zu mieten in 1160 Wien,3,"93,89 m²","1.800,01 €",TERRACE,http://www.immobilienscout24.at/expose/631a05a5d45eeaa7630d7ed8,Elena Pfurtscheller,private
1160 Wien,2-Zimmer-Wohnung mit Balkon in Niedrigenergiehaus – Erstbezug - zu mieten in 1160 Wien / Ottakring,2,"51,18 m²","849,01 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/631a05a5304d5ad2f5b0f72a,Elena Pfurtscheller,private
1160 Wien,Hochwertige 3-Zimmer-Wohnung in Niedrigenergiehaus - ab sofort zu mieten in 1160 Wien,3,"40,82 m²","720,02 €",TERRACE,http://www.immobilienscout24.at/expose/631a05a5d45eeaa7630d7edd,Elena Pfurtscheller,private
"Spallartgasse, 1140 Wien",Schönbrunn zum Greifen nahe: Wohnen in der Spallartgasse,2,"46,79 m²","956,8 €","TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63173a895f22dd25d2ab01f2,Egon-Adrian Toth,private
1200 Wien,Designerapartment - Top Lage bei der Donau,1,34 m²,665 €,"FURNISHED_FULL,OLDBUILDING",http://www.immobilienscout24.at/expose/631a0315d45eeaa7630d6d5c,Melanie Eiblthauer,private
1090 Wien,Freundliche 1-Zimmer-Wohnung nähe Schottentor,1,47 m²,"591,18 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6320691b015cb8ee2a78425a,Wendelin Wollenek,private
1220 Wien,SENSATIONELLER HOT-SPOT: TRAUMHAFTE MAISONETTE-WOHNUNG IN HERRLICHER TOPLAGE,5,"223,8 m²","3.751,28 €","TERRACE,REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/62f2758d0ab4a6a1dfc450b4,Denis Gimbel,private
1160 Wien,Gepflegte 3 Zimmer Wohnung - U3 Ottakring - Fernwärme,3,"60,12 m²","878,57 €",TERRACE,http://www.immobilienscout24.at/expose/63204340ec84f16ca87f0cb7,Peter Köhler,private
1010 Wien,SCHÖNE ALTBAUMIETE - NÄHE STEPHANSDOM,3,"119,31 m²",2.290 €,OLDBUILDING,http://www.immobilienscout24.at/expose/62f275783f35a815166ebc6e,Office Team,private
1010 Wien,CHICE DACHWOHNUNG NÄHE STEPHANSDOM,2,"42,85 m²",1.250 €,OLDBUILDING,http://www.immobilienscout24.at/expose/62f275780ab4a6a1dfc45064,Office Team,private
"Carlbergergasse, 1230 Wien","Traumhafte 2-Zimmerwohnung mit hochwertiger Küche, Loggia und Gemeinschaftsdachterrasse",2,"52,07 m²",799 €,TERRACE,http://www.immobilienscout24.at/expose/62a35b5c09298d2062fd9c5b,Silvia Kaupe,private
"1150 Wien 15.,Rh-Fh",++PERFEKT AUSGESTATTETE DREI-ZIMMER-MIETWOHNUNG MÄRZSTRASSE; thermisch saniertes Gebäude!++,3,"92,99 m²","1.091,27 €",OLDBUILDING,http://www.immobilienscout24.at/expose/631f46d88347fd8f98537151,Helfried Nemmer,private
1170 Wien,Provisionsfrei: Heller 2-Zimmer-Altbau mit separater Küche,2,"85,56 m²","879,38 €","REMOTE_VIEWING_AVAILABLE,OLDBUILDING",http://www.immobilienscout24.at/expose/6320691b015cb8ee2a784260,Wendelin Wollenek,private
1140 Wien,Herrliche 3- Zimmer-Neubau-Balkon-Wohnung in Grünruhelage!,3,"74,13 m²",1.199 €,"BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/62ff5d7aafc47442d6bd5e7a,Ing. Karl Dostal,private
1200 Wien,Wunderschöne 105 m2 frisch renovierte Wohnung in Top Lage.,3,105 m²,1.490 €,"TERRACE,FURNISHED_FULL",http://www.immobilienscout24.at/expose/62c6ef5c88c648ddf221ed34,Peter Schurin,private
"Spallartgasse, 1140 Wien",Erstbezug im aufstrebenden 14. Gemeindebezirk - PROVISIONSFREI FÜR DEN MIETER,2,"46,79 m²","829,99 €","BALCONY,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63171e9e007bf8fced1f6eb8,Aaron Fodor,private
"Spallartgasse, 1140 Wien",PROVISIONSFREI FÜR DEN MIETER - Modern Living in Wien,2,"46,79 m²","829,99 €","BALCONY,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/63171e9e007bf8fced1f6ebb,Egon-Adrian Toth,private
1020 Wien,Schöne 43m² Wohnung mit 1 Zimmer im 2. Stock zu vermieten!,1,43 m²,640 €,REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319fca7304d5ad2f5b0b111,Tobias,private
"Handelskai 98-100, 1200 Wien",AM DONAUKAI – EIN WOHNJUWEL AM WASSER – PROVISIONSFREIER NEUBAUTRAUM,2,"50,19 m²",949 €,"GARDEN,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/6319fc81d45eeaa7630d3679,Julian Kukacka,private
1030 Wien,Klassischer Altbau im wunderschönen Reisnerviertel,5,160 m²,"2.482,49 €","FURNISHED_PART,OLDBUILDING",http://www.immobilienscout24.at/expose/6319fba0304d5ad2f5b0a9e8,Sabrina Ritter,private
1080 Wien,"UNBEFRISTET - Wunderschöne großzügige 4,5-Zimmer Altbauwohnung mit separater Küche, 2 Bädern, 2 WCs, Abtellraum, Klopfbalkon, Kellerabteil in der Josefstadt",4.5,"153,58 m²","2.111,73 €","BALCONY,OLDBUILDING",http://www.immobilienscout24.at/expose/63203b78ec84f16ca87eb600,Nathalie Ghraizi,private
1190 Wien,***Panoramablick-3-Zimmer-Dachgeschosswohnung***,3,110 m²,1.850 €,"TERRACE,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/6319f919304d5ad2f5b08f4d,Sven Mayer,private
"Spallartgasse, 1140 Wien",PROVISIONSFREI FÜR DEN MIETER - Schönbrunn zum Greifen nahe mit 2 Balkonen: Wohnen in der Spallartgasse,2,"45,77 m²",900 €,"BALCONY,TERRACE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/631715370f7f69629aa2eddb,Egon-Adrian Toth,private
1130 Wien,Großzügiges Apartment nahe Roter Berg,4,265 m²,3.950 €,"TERRACE,REMOTE_VIEWING_AVAILABLE,PARKING_GARAGE",http://www.immobilienscout24.at/expose/62f26b03fb1d1d149642e9b4,Elisabeth Karoly,private
1180 Wien,Gut aufgeteilte Dreizimmerwohnung in verkehrsgünstiger Lage!,3,85 m²,"1.037,86 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6bf304d5ad2f5b07d4c,Nadine Kaes,private
1180 Wien,Gut aufgeteilte Dreizimmerwohnung in verkehrsgünstiger Lage,3,75 m²,"915,76 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6bfd45eeaa7630d05d0,Nadine Kaes,private
1100 Wien,PROVISIONSFREI für den Mieter - 2 Zimmer Wohnung mit Balkon!,2,"48,53 m²",790 €,"BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/6319f6bf304d5ad2f5b07d41,Bernhard Posch,private
1100 Wien,PROVISIONSFREI für den Mieter - 2 Zimmer Wohnung mit Balkon!,2,"48,65 m²",760 €,"BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/6319f6bf304d5ad2f5b07d39,Bernhard Posch,private
1100 Wien,PROVISIONSFREI für den Mieter - Innehoflage mit Balkon,2,"46,88 m²",795 €,"BALCONY,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/6319f6bed45eeaa7630d05c4,Bernhard Posch,private
1060 Wien, Sonnige 2 Zimmerwohnung /Mollardgasse!,2,64 m²,"874,98 €","REMOTE_VIEWING_AVAILABLE,PARKING_GENERIC",http://www.immobilienscout24.at/expose/6319f6be304d5ad2f5b07d29,Bernhard Posch,private
1110 Wien,Helle 2 Zimmer Wohnung Nähe Herderpark,2,60 m²,"699,09 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6bd304d5ad2f5b07d16,Bernhard Posch,private
1140 Wien,ERSTBEZUG - Erster Monat Hauptmietzinsfrei,2,"42,5 m²",900 €,"BALCONY,TERRACE,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/6319f6bed45eeaa7630d05ac,Joanna Maciejasz,private
1080 Wien,TOP Lage - 3 Zimmer in der Josefstadt!,3,85 m²,"1.249,45 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6be304d5ad2f5b07d1c,Bernhard Posch,private
1190 Wien,ERDWÄRME und Deckenkühlung - 3 Zimmer mit Top Ausstattung im 19enten! (ohne Möbel),3,135 m²,"2.377,35 €","GARDEN,TERRACE,REMOTE_VIEWING_AVAILABLE,PARKING_GENERIC",http://www.immobilienscout24.at/expose/6319f6be304d5ad2f5b07d19,Bernhard Posch,private
1180 Wien,Ideale WG oder Familienwohnung - TOP 3-ZIMMERWOHNUNG IN 1180 WIEN!,3,62 m²,"956,75 €",REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6bd304d5ad2f5b07d0d,Bernhard Posch,private
1170 Wien,Zwei Zimmer Wohnung in Ruhelage!,2,63 m²,850 €,REMOTE_VIEWING_AVAILABLE,http://www.immobilienscout24.at/expose/6319f6bdd45eeaa7630d059b,Bernhard Posch,private
1100 Wien,Gut aufgeteilte Wohnung mit 2 Zimmern - ruhige Seitengasse nächst Favoritenstraße,2,47 m²,"649,73 €",,http://www.immobilienscout24.at/expose/6319f688d45eeaa7630d02ac,Vivienne Spicak,private
1040 Wien,Single Studentenhit in Zentrum von Wien,2,45 m²,590 €,,http://www.immobilienscout24.at/expose/62f26885fb1d1d149642d38c,Karl Neuburger,private
1190 Wien,ZU VERMIETEN | sonnige 2-Zimmer Wohnung in Neustift am Walde,2,45 m²,"648,45 €",,http://www.immobilienscout24.at/expose/62f26866fb1d1d149642d34a,KommR. Eva Maria Gschwandner,private
1060 Wien,Garconniere gegenüber Raimundtheater,1,"42,89 m²",650 €,OLDBUILDING,http://www.immobilienscout24.at/expose/6319f508d45eeaa7630cf738,Mag.a Sonja Weinblatt-Oppel,private
"Wollzeile, 1010 Wien",ERSTBEZUG - TRAUMHAFTE 2 ZIMMER WOHNUNG DIREKT IN DER WOLLZEILE - CHARMANTE RAUMAUFTEILUNG,2,"56,19 m²",1.225 €,OLDBUILDING,http://www.immobilienscout24.at/expose/6319f4bdd45eeaa7630cf4b9,Julia Seiwald,private
"Wollzeile, 1010 Wien",ERSTBEZUG NACH SANIERUNG- TRAUMHAFTE 2 ZIMMER WOHNUNG DIREKT IN DER WOLLZEILE - CHARMANTE RAUMAUFTEILUNG,2,"56,19 m²",1.245 €,OLDBUILDING,http://www.immobilienscout24.at/expose/6319f4bd304d5ad2f5b06c24,Julia Seiwald,private
1130 Wien / Hietzing,Familientraum - Dachgeschosswohnung in beliebter Wohngegend,5,124 m²,1.650 €,"GARDEN,PARKING_GENERIC",http://www.immobilienscout24.at/expose/62f266e6cef41bf5ac324003,Ing. Mag. Sabina Fuhrmann,private
"Genochplatz 1, 1220 1220 - Wien",Provisionsfrei - 1220 Wien - Klimatisiertes Dachgeschoß mit atemberaubenden Fernblick ,2,"42,18 m²",729 €,"BALCONY,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/6319f21e304d5ad2f5b0573d,Dominik GLASER,private
"Genochplatz 1, 1220 1220 - Wien",Provisionsfrei - Klimatisiertes Dachgeschoss - 1220 Wien - Erstbezug - Fernblick ,2,"37,55 m²",659 €,PARKING_BASEMENT_GARAGE,http://www.immobilienscout24.at/expose/6319f21ed45eeaa7630ce005,Dominik GLASER,private
"Genochplatz 1, 1220 1220 - Wien",Provisionsfreier Erstbezug - Uneinsehbare Neubauwohnung mit Fernblick im 9ten Liftstock,2,"41,41 m²",699 €,BALCONY,http://www.immobilienscout24.at/expose/6319f21f304d5ad2f5b05748,Dominik GLASER,private
"Erdberger Lände 26, 1030 Wien","SELTENE GELEGENHEIT! Moderner Dachterrassenhit, 4 Zimmer! NÄHE U3 KARDINAL-NAGL-PLATZ. - WOHNTRAUM",4,"95,43 m²","2.346,26 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/632223a58af7eaf4cb4eef51,Lucas Carlsen,private
"Max-Böhm-Gasse, 1220 Wien",Zweifamilienhaus mit Dachterrasse | Untere Alte Donau | 3 Zimmer,3,"69,01 m²",1.420 €,"TERRACE,REMOTE_VIEWING_AVAILABLE",http://www.immobilienscout24.at/expose/631baabbb1931e11b660ac1f,Bernhard Friedrich,private
1220 Wien,MIETRESIDENZ ALTE DONAU,2,"57,55 m²","1.051,61 €","BALCONY,TERRACE",http://www.immobilienscout24.at/expose/6272829bf5c7bfa924493c57,Office Team,private
"Tandelmarktgasse, 1020 Wien,Leopoldstadt",U2-TABORSTRASSENNÄHE! ENTZÜCKENDE SONNIGE SINGLE-DACHGESCHOSS-HAUPTMIETE IN GUTEM ZUSTAND! BESTE INFRASTRUKTUR!,1,31 m²,485 €,TERRACE,http://www.immobilienscout24.at/expose/6319ee7d304d5ad2f5b033a1,Monika Tauber,private
1100 Wien,Exklusives Penthouse-Apartment in bester Lage,2,"49,07 m²","1.025,87 €",,http://www.immobilienscout24.at/expose/6319ee6a304d5ad2f5b03384,Philip Haberl,private
"Tokiostraße 12, 1220 Wien",Provisionsfrei und frisch sanierte 2 Zimmer Wohnung mit Blick auf den Kirschblütenpark - JETZT ANFRAGEN,2,"49,18 m²","898,56 €",PARKING_BASEMENT_GARAGE,http://www.immobilienscout24.at/expose/6321f2c0fec70ba71dfa6319,Nikola Todorovic,private
"Kendlerstrasse, 1140 Wien",2-Zimmer-Wohnung (45m²) mit großem Balkon (8m²) direkt bei U3-Station Kendlerstraße!,2,45 m²,"774,6 €","BALCONY,REMOTE_VIEWING_AVAILABLE,PARKING_BASEMENT_GARAGE",http://www.immobilienscout24.at/expose/629f6aa78ee9a08163daf5a2,RAAB & RAAB Makler/innen,private
